FID,LICENSEE,CALLSIGN,LOCNUM,LAT_DMS,LATDIR,LON_DMS,LONDIR,LOCADD,LOCCITY,LOCCOUNTY,LOCSTATE,NEPA,QZONE,TOWREG,SUPSTRUC,ALLSTRUC,STRUCTYPE,LIC_ID,LONG,LAT
1005,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,65,"32,54,52",N,"117,8,33",W,"10717 CAMINO RUIZ, SUITE 125",SAN DIEGO,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.142511855000000,32.914404815899999
1006,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,66,"32,46,35",N,"117,4,15",W,5300 CAMPANILE (SAN DIEGO STATE UNIVERSITY),SAN DIEGO,SAN DIEGO,CA,N, , ,26.800000000000001,0.000000000000000, ,12768,-117.070811832000000,32.776404802499997
1007,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,67,"32,41,36",N,"117,2,46",W,1521 STRATTON COURT,SAN DIEGO,SAN DIEGO,CA,N, , ,43.899999999999999,0.000000000000000, ,12768,-117.046111822000000,32.693304793899998
1008,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,68,"33,21,16",N,"117,31,27",W,Near San Diego Freeway,San Clemente,SAN DIEGO,CA,N, , ,12.000000000000000,0.000000000000000, ,12768,-117.524211953000010,33.354404847700003
1009,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,69,"33,15,30",N,"117,14,16",W,Intersection of Highway 76 (Mission Ave.) & East Vista Rd.,BONSALL,SAN DIEGO,CA,N, , ,15.000000000000000,0.000000000000000, ,12768,-117.237811896000000,33.258304851900000
1010,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,70,"32,43,19",N,"117,14,43",W,955 Catalina Blvd.,San Diego,SAN DIEGO,CA,N, , ,9.800000000000001,9.800000000000001,B,12768,-117.245311860000000,32.721904787299998
1011,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,71,"32,37,59",N,"117,4,39",W,500 3rd Ave.,Chula Vista,SAN DIEGO,CA,N, , ,21.000000000000000,0.000000000000000, ,12768,-117.077511822999990,32.633104785299999
1012,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,72,"33,7,58",N,"117,15,38",W,2714 LOKER AVENUE WEST,CARLSBAD,SAN DIEGO,CA,N, , ,14.000000000000000,0.000000000000000, ,12768,-117.260611891000000,33.132804836100000
1013,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,73,"32,39,33",N,"117,2,25",W,4045 BONITA  ROAD,SAN DIEGO,SAN DIEGO,CA,N, , ,14.000000000000000,0.000000000000000, ,12768,-117.040311819000000,32.659204789699999
1014,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,74,"33,2,25",N,"117,17,33",W,967  FIRST STREET,ENCINITAS,SAN DIEGO,CA,N, , ,11.000000000000000,0.000000000000000, ,12768,-117.292511890000000,33.040304822899998
1015,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,75,"32,59,34",N,"117,15,21",W,200 MARINE VIEW AVENUE,DEL MAR,SAN DIEGO,CA,N, , ,9.000000000000000,0.000000000000000, ,12768,-117.255811881000000,32.992804819000000
1016,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,76,"32,47,3",N,"117,8,13",W,9060 FRIARS ROAD,SAN DIEGO,SAN DIEGO,CA,N, , ,6.000000000000000,0.000000000000000, ,12768,-117.136911844000000,32.784204800300003
1017,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,77,"32,33,59",N,"117,4,52",W,2563  GROVE STREET,SAN DIEGO,SAN DIEGO,CA,N, ,1031375,27.399999999999999,27.399999999999999,POLE,12768,-117.081111820000000,32.566404776699997
1018,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,78,"32,58,24",N,"117,1,53",W,14264 TEIRRA BONITA ROAD SUITE C,POWAY,SAN DIEGO,CA,N, , ,6.000000000000000,0.000000000000000, ,12768,-117.031411840000000,32.973304828600000
1019,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,79,"32,54,27",N,"117,10,29",W,6670-6690 MIRA MESA BLVD.,SAN DIEGO,SAN DIEGO,CA,N, , ,14.000000000000000,0.000000000000000, ,12768,-117.174711860000000,32.907504813599999
1020,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,80,"32,39,14",N,"117,6,42",W,2563 GROVE ST.,NATIONAL CITY,SAN DIEGO,CA,N, , ,18.000000000000000,0.000000000000000, ,12768,-117.111711830999990,32.653904785700000
1021,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,81,"33,10,36",N,"117,21,8",W,1928 MORENA STREET,OCEANSIDE,SAN DIEGO,CA,N, , ,16.000000000000000,0.000000000000000, ,12768,-117.352211909999990,33.176704836399999
1022,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,82,"32,45,52",N,"116,29,25",W,10763 OLD HIGHWAY 80,BUCKMAN SPRINGS,SAN DIEGO,CA,N, , ,18.000000000000000,0.000000000000000, ,12768,-116.490311730000000,32.764404829999997
1023,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,83,"32,34,2",N,"117,3,45",W,3310 BEYER BLVD.,CHULA VISTA,SAN DIEGO,CA,N, ,1040465,24.399999999999999,24.399999999999999,POLE,12768,-117.062511817000000,32.567204777400001
1024,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,84,"32,52,16",N,"117,12,41",W,4425 LA JOLLA VILLAGE DRIVE,SAN DIEGO,SAN DIEGO,CA,N, , ,21.000000000000000,0.000000000000000, ,12768,-117.211411863000000,32.871104806699996
1025,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,85,"32,49,14",N,"116,32,35",W,7473 CORTE MADERA,PINE VALLEY,SAN DIEGO,CA,N, , ,11.000000000000000,0.000000000000000, ,12768,-116.543111743000000,32.820604834900003
1026,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,86,"32,49,44",N,"116,56,33",W,8242 Valley High Road,Santee,SAN DIEGO,CA,N, ,1014897,12.000000000000000,17.000000000000000,POLE,12768,-116.942511814000000,32.828904815300000
1027,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,87,"32,57,33",N,"117,6,23",W,10125 Azuaga Street,San Diego,SAN DIEGO,CA,N, ,1001779,11.000000000000000,11.000000000000000,POLE,12768,-117.106411851999990,32.959204823000000
1028,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,88,"32,38,6",N,"117,1,9",W,996 East H Street,Chula Vista,SAN DIEGO,CA,N, , ,9.000000000000000,11.000000000000000,TANK,12768,-117.019211813000000,32.635004788200000
1029,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,89,"32,49,46",N,"117,12,21",W,4707 Clairemont Drive,San Diego,SAN DIEGO,CA,N, , ,21.000000000000000,21.000000000000000,B,12768,-117.205811858999990,32.829404801899997
1030,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,90,"32,43,13",N,"117,9,55",W,1446 Front Street,San Diego,SAN DIEGO,CA,N, ,1014882,2.200000000000000,19.800000000000001,BANT,12768,-117.165311845000010,32.720304791300002
1031,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,91,"33,2,41",N,"117,15,32",W,145 El Camino Real,Encinitas,SAN DIEGO,CA,N, , ,10.600000000000000,10.600000000000000,B,12768,-117.258911885000000,33.044704825399997
1032,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,92,"33,2,17",N,"117,14,17",W,2235 Encinitas Blvd. - Suite 3,Encinitas,SAN DIEGO,CA,N, , ,11.600000000000000,14.000000000000000,B,12768,-117.238111880000010,33.038104825799998
1033,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,93,"32,53,0",N,"117,13,33",W,9850 Genesee,San Diego,SAN DIEGO,CA,N, , ,17.399999999999999,17.399999999999999,B,12768,-117.225811867000000,32.883304807499997
1034,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,94,"32,11,44",N,"117,15,11",W,550 W. Vista Way,Vista,SAN DIEGO,CA,N, , ,15.699999999999999,15.699999999999999,B,12768,-117.253111824000000,32.195604723499997
1035,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,95,"32,48,44",N,"117,12,2",W,4232 Balboa,San Diego,SAN DIEGO,CA,N, ,1014886,7.200000000000000,9.199999999999999,BANT,12768,-117.200611858000000,32.812204800799996
1036,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,96,"32,44,8",N,"117,15,14",W,4715-35 Pt. Loma Avenue,San Diego,SAN DIEGO,CA,N, , ,6.700000000000000,9.100000000000000,B,12768,-117.253911861000010,32.735604788899998
1037,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,97,"32,48,56",N,"117,16,13",W,5697 La Jolla Blvd.,La Jolla,SAN DIEGO,CA,N, , ,35.100000000000001,35.100000000000001,B,12768,-117.270311870000000,32.815604797600002
1038,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,98,"32,50,17",N,"117,7,40",W,9320 Chesapeake Drive,San Diego,SAN DIEGO,CA,N, , ,8.199999999999999,9.800000000000001,B,12768,-117.127811847000000,32.838104807100002
1039,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,99,"32,43,40",N,"117,4,10",W,5960 Federal Blvd.,San Diego,SAN DIEGO,CA,N, , ,10.100000000000000,11.600000000000000,B,12768,-117.069411829000000,32.727804796699999
1040,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,10,"32,41,11",N,"117,5,19",W,2005 E. 4th St.,San Diego,SAN DIEGO,CA,N, , ,30.500000000000000,30.500000000000000,POLE,12768,-117.088611829000000,32.686404791000001
1041,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,10,"32,52,15",N,"117,14,36",W,11602A N. Torrey Pines Road,San Diego,SAN DIEGO,CA,N, , ,9.100000000000000,9.100000000000000,UPOLE,12768,-117.243311869000000,32.870804805399999
1042,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,10,"32,53,16",N,"117,14,38",W,10104A N. Torrey Pines Road,San Diego,SAN DIEGO,CA,N, , ,9.100000000000000,9.100000000000000,UPOLE,12768,-117.243911870000010,32.887804807199998
1043,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,10,"33,1,8",N,"117,12,10",W,6041 La Felcha,Rancho Santa Fe,SAN DIEGO,CA,N, , ,8.199999999999999,10.699999999999999,B,12768,-117.202811873000000,33.018904825400000
1044,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,10,"32,50,16",N,"117,14,2",W,"6348 Santa Fe Street, Ste A",San Diego,SAN DIEGO,CA,N, , ,19.500000000000000,19.500000000000000,BRIDG,12768,-117.233911865000000,32.837804802100003
1045,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,10,"32,33,56",N,"116,59,24",W,1708 Cactus Road,San Diego,SAN DIEGO,CA,N, ,1214119,18.300000000000001,18.300000000000001,POLE,12768,-116.990011804000010,32.565604780900003
1046,REDDING MSA LIMITED PARTNERSHIP,KNKA751,2,"40,26,33",N,"122,18,29",W,ANDERSON UNION HIGH SCHOOL,ANDERSON,SHASTA,CA,N, , ,59.399999999999999,59.399999999999999,TOWER,12841,-122.308113488000000,40.442505209899998
1047,REDDING MSA LIMITED PARTNERSHIP,KNKA751,4,"40,33,31",N,"121,33,48",W,TABLE MOUNTAIN,VIOLA,SHASTA,CA, , , ,0.000000000000000,0.000000000000000, ,12841,-121.563313389000000,40.558605280400002
1048,REDDING MSA LIMITED PARTNERSHIP,KNKA751,5,"40,54,50",N,"122,26,44",W,3.5 MILES NORTHWEST OF,LAKESHORE,SHASTA,CA,N, , ,30.500000000000000,31.699999999999999,TOWER,12841,-122.445613578000010,40.913905233599998
1049,REDDING MSA LIMITED PARTNERSHIP,KNKA751,6,"41,7,36",N,"122,17,31",W,"GIRARD RIDGE, 5 MILES SOUTH OF",DUNSMUIR,SHASTA,CA,N, , ,45.700000000000003,45.700000000000003,TOWER,12841,-122.291913586000010,41.126705262700000
1050,REDDING MSA LIMITED PARTNERSHIP,KNKA751,7,"40,52,32",N,"121,46,18",W,"HATCHET MOUNTAIN; SOUTH TOWER, 5 MILES WEST OF",BURNEY,SHASTA,CA,N, , ,18.300000000000001,19.500000000000000,MAST,12841,-121.771713467000000,40.875605287900001
1051,REDDING MSA LIMITED PARTNERSHIP,KNKA751,8,"40,36,9",N,"122,39,2",W,SHASTA BALLY MTN; WHISKEYTOWN-SHASTA-TRINITY REC. AREA,WHISKEYTOWN,SHASTA,CA, , , ,0.000000000000000,0.000000000000000, ,12841,-122.650613564000000,40.602505192899997
1052,REDDING MSA LIMITED PARTNERSHIP,KNKA751,9,"40,36,10",N,"122,39,3",W,Whiskeytown-Shasta-Trinity,Whiskeytown,SHASTA,CA,N, , ,30.399999999999999,31.100000000000001,TOWER,12841,-122.650813564000000,40.602805193499997
1053,"CALIFORNIA RURAL SERVICE AREA #1, INC.",KNKN474,1,"40,27,13",N,"120,34,14",W,"ANTELOPE PEAK, 5.15 MILES NE OF ONE HALF MI E OF SUSANVILLE CITY CENTE",SUSANVILLE,LASSEN,CA,N, , ,0.000000000000000,0.000000000000000, ,12958,-120.570613214999990,40.453605353800000
1054,"CALIFORNIA RURAL SERVICE AREA #1, INC.",KNKN474,2,"41,37,46",N,"121,17,56",W,NEWELL atop Timber Mountain 39 miles E by Southeast of,Dorris,MODOC,CA,N, , ,0.000000000000000,0.000000000000000, ,12958,-121.298913505000000,41.629405386300000
1055,"CALIFORNIA RURAL SERVICE AREA #1, INC.",KNKN474,3,"39,52,59",N,"120,56,43",W,CLAREMONT PEAK APPROXIMATELY 5 MILES SOUTH OF,QUINCY,PLUMAS,CA,N, , ,30.500000000000000,0.000000000000000, ,12958,-120.945313197000000,39.883105275500000
1056,"CALIFORNIA RURAL SERVICE AREA #1, INC.",KNKN474,4,"39,46,8",N,"120,26,11",W,Beckwourth Peak Site 3 miles SE of Portola,Portola,PLUMAS,CA,N, , ,85.000000000000000,0.000000000000000, ,12958,-120.436413099000010,39.768905306400001
1057,"CALIFORNIA RURAL SERVICE AREA #1, INC.",KNKN474,5,"41,11,49",N,"120,56,7",W,Adin Site Site is located 0.5 miles E of downtown Adin,Adin,MODOC,CA,N, , ,65.500000000000000,0.000000000000000, ,12958,-120.935313381000000,41.197005383799997
1058,"CALIFORNIA RURAL SERVICE AREA #1, INC.",KNKN474,6,"40,17,1",N,"121,18,7",W,"Stover Mountain Site 5 miles SW Hwy 36 & Route 2, 0.6 miles from Chest",Chester,PLUMAS,CA,N, , ,199.000000000000000,0.000000000000000, ,12958,-121.301913309000000,40.283605280099998
1059,"CALIFORNIA RURAL SERVICE AREA #1, INC.",KNKN474,7,"41,28,59",N,"120,32,53",W,ALTURAS 0.2 MILE WEST OF,ALTURAS,MODOC,CA,N, ,1013705,25.300000000000001,0.000000000000000, ,12958,-120.548113361000010,41.483105439299997
1060,"CALIFORNIA RURAL SERVICE AREA #1, INC.",KNKN474,8,"41,9,18",N,"120,33,49",W,40-4-590 South Fork Mountain Road,Ravendale,LASSEN,CA,N, ,1227996,54.899999999999999,59.399999999999999,TOWER,12958,-120.563613315000000,41.155005411799998
1061,"CALIFORNIA RURAL SERVICE AREA #1, INC.",KNKN474,9,"40,7,1",N,"120,19,0",W,4.5 MILES SE OF,MILFORD,LASSEN,CA,N, , ,0.000000000000000,0.000000000000000, ,12958,-120.316713126000000,40.116905346099998
1062,"CALIFORNIA RURAL SERVICE AREA #1, INC.",KNKN474,10,"41,38,13",N,"120,5,30",W,Willow Ranch Site 6.5 miles E of Lake City,Lake City,MODOC,CA,N, ,1013778,4935.000000000000000,0.000000000000000, ,12958,-120.091713309000000,41.636905491500002
1063,"CALIFORNIA RURAL SERVICE AREA #1, INC.",KNKN474,11,"40,53,56",N,"121,10,24",W,Little Valley Cell Site 25 Miles East of,Burney,LASSEN,CA,N, , ,4384.000000000000000,0.000000000000000, ,12958,-121.173313376000000,40.898905339599999
1064,"CALIFORNIA RURAL SERVICE AREA #1, INC.",KNKN474,12,"39,55,26",N,"120,0,19",W,SEVEN LAKES LO CELL SITE: 750-000 SEVEN LAKES MOUNTAIN ROAD,DOYLE,LASSEN,CA, , ,1054423,22.899999999999999,27.399999999999999,TOWER,12958,-120.005313048999990,39.923905353999999
1065,"CALIFORNIA RURAL SERVICE AREA #1, INC.",KNKN474,13,"40,45,57",N,"120,42,37",W,1 MI N OF INTERSECT. ST HWY139 & CTY RD 201,SUSANVILLE,LASSEN,CA,N, ,1065774,45.700000000000003,54.600000000000001,TOWER,12958,-120.710313282000000,40.765805368199999
1066,"CALIFORNIA RURAL SERVICE AREA #1, INC.",KNKN474,14,"41,19,41",N,"120,50,58",W,1255-40 North 32nd A,Alturas,MODOC,CA,N, ,1227997,54.899999999999999,59.399999999999999,TOWER,12958,-120.849413387000000,41.328105401400002
1067,MODOC RSA LIMITED PARTNERSHIP,KNKN227,1,"40,27,11",N,"120,34,17",W,ANTELOPE MOUNTAIN  5 MILES NE OF,SUSANVILLE,LASSEN,CA,N, , ,45.700000000000003,45.700000000000003,TOWER,12962,-120.571413215000010,40.453105353600002
1068,MODOC RSA LIMITED PARTNERSHIP,KNKN227,2,"40,17,1",N,"121,18,8",W,4 Miles WSW of Chester,CHESTER,PLUMAS,CA,N, ,1202121,60.600000000000001,60.600000000000001,TOWER,12962,-121.302213309000000,40.283605280099998
1069,MODOC RSA LIMITED PARTNERSHIP,KNKN227,3,"41,9,19",N,"120,33,48",W,Likely Mountain 6 miles SW of,Likely,LASSEN,CA,N, , ,0.000000000000000,0.000000000000000, ,12962,-120.563313314000000,41.155305411800001
1070,MODOC RSA LIMITED PARTNERSHIP,KNKN227,4,"40,2,39",N,"120,53,10",W,MT HOUGH PLUMAS NATIONAL FOREST 4 MILES NE OF,KEDDIE,PLUMAS,CA,N, , ,7.600000000000000,8.800000000000001,TOWER,12962,-120.886113209000000,40.044205293700003
1071,MODOC RSA LIMITED PARTNERSHIP,KNKN227,5,"40,7,1",N,"120,19,2",W,Black Mountain Plumas National Forest 4 miles SE of,Milford,LASSEN,CA,N, , ,0.000000000000000,0.000000000000000, ,12962,-120.317213126000000,40.116905346099998
1072,MODOC RSA LIMITED PARTNERSHIP,KNKN227,6,"39,46,23",N,"120,25,55",W,Beckwourth Peak Plumas National Forest 2.5 miles SE of,Portola,PLUMAS,CA,N, , ,30.500000000000000,30.500000000000000,MAST,12962,-120.431913099000000,39.773105307700000
1073,MODOC RSA LIMITED PARTNERSHIP,KNKN227,7,"41,28,59",N,"120,32,54",W,507 WEST FIRST ST (Alturas),ALTURAS,MODOC,CA,N, ,1011793,23.800000000000001,28.000000000000000,TOWER,12962,-120.548313361000000,41.483105439299997
1074,MODOC RSA LIMITED PARTNERSHIP,KNKN227,8,"40,47,42",N,"120,22,13",W,School House Road,Ravendale,LASSEN,CA,N, , ,0.000000000000000,0.000000000000000, ,12962,-120.370313229999990,40.795005398299999
1075,MODOC RSA LIMITED PARTNERSHIP,KNKN227,9,"41,25,2",N,"121,6,38",W,(Happy Camp site)12 miles West of Canby,Canby,MODOC,CA,N, , ,22.899999999999999,27.399999999999999,TOWER,12962,-121.110613443000010,41.417205386100001
1076,MODOC RSA LIMITED PARTNERSHIP,KNKN227,10,"41,37,45",N,"121,17,54",W,(Timber Mtn site) 4 miles South of,Perez,MODOC,CA,N, , ,30.500000000000000,35.100000000000001,POLE,12962,-121.298313505000000,41.629205386499997
1077,MODOC RSA LIMITED PARTNERSHIP,KNKN227,11,"41,31,53",N,"120,10,23",W,748 N MAIN ST,Cedarville,MODOC,CA,N, ,1011791,36.500000000000000,41.100000000000001,TOWER,12962,-120.173113306000000,41.531405475699998
1078,MODOC RSA LIMITED PARTNERSHIP,KNKN227,12,"41,4,20",N,"121,13,23",W,2.5 miles Southwest of,Nubieber,LASSEN,CA,N, , ,15.199999999999999,18.600000000000001,TOWER,12962,-121.223113409000010,41.072205349100003
1079,MODOC RSA LIMITED PARTNERSHIP,KNKN227,13,"39,55,24",N,"120,0,25",W,"ON BLM LOOKOUT, .9 MILE NORTH OF RED ROCK ROAD",CONSTANTIA,LASSEN,CA,N, , ,16.800000000000001,0.000000000000000, ,12962,-120.006913049000000,39.923305354000000
1080,MODOC RSA LIMITED PARTNERSHIP,KNKN227,15,"40,41,16",N,"120,35,54",W,EAST OF HWY 139 NEAR EAGLE LAKE,EAGLE LAKE,LASSEN,CA,N, , ,13.699999999999999,0.000000000000000, ,12962,-120.598313252000000,40.687805370800000
1081,MODOC RSA LIMITED PARTNERSHIP,KNKN227,16,"40,26,47",N,"120,21,28",W,End of Shaffer Mtn Road,Litchfield,LASSEN,CA,N, , ,36.600000000000001,36.600000000000001,MAST,12962,-120.357813178000000,40.446405370500003
1082,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKN229,1,"40,15,30",N,"122,5,25",W,KCPM TOWER TUSCAN BUTTES,RED BLUFF,TEHAMA,CA,N, , ,0.000000000000000,0.000000000000000, ,12963,-122.090313429000010,40.258305213299998
1083,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKN229,2,"39,17,15",N,"122,20,4",W,122 Sites Peak,Maxwell,COLUSA,CA,N, , ,30.500000000000000,30.500000000000000,MAST,12963,-122.334413334999990,39.287505117499997
1084,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKN229,3,"39,45,10",N,"122,19,58",W,7.3 miles West of Orland,Orland,GLENN,CA,N, , ,0.000000000000000,0.000000000000000, ,12963,-122.332813397000000,39.752805153899999
1085,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKN229,4,"39,55,19",N,"122,2,29",W,ROWLES ROAD 1.5 MILES SE OF,VINA,TEHAMA,CA,N, , ,0.000000000000000,0.000000000000000, ,12963,-122.041413375000000,39.921905191000000
1086,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKN229,5,"39,1,47",N,"122,3,24",W,INTERSECTION OF BAILEY ROAD AND OLD HWY 99,ARBUCKLE,COLUSA,CA,N, , ,45.700000000000003,50.299999999999997,POLE,12963,-122.056713260000000,39.029705118099997
1087,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKN229,6,"39,11,56",N,"122,1,28",W,3145 William S. Green Road,Colusa,COLUSA,CA,N, , ,0.000000000000000,0.000000000000000, ,12963,-122.024413276999990,39.198905134299999
1088,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKN229,7,"39,30,59",N,"122,11,9",W,730 EAST COUNTY ROAD 51,WILLOWS,GLENN,CA,N, , ,0.000000000000000,0.000000000000000, ,12963,-122.185813343000010,39.516405147199997
1089,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKN229,8,"39,24,49",N,"122,1,16",W,0.75 miles Northwest of,Princeton,GLENN,CA,N, , ,50.600000000000001,51.500000000000000,TOWER,12963,-122.021113304000000,39.413605152199999
1090,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKN229,9,"40,21,20",N,"121,32,43",W,3 MILES ENE OF,MINERAL,TEHAMA,CA,N, , ,38.100000000000001,0.000000000000000, ,12963,-121.545313357000000,40.355605265800001
1091,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKN229,10,"39,55,1",N,"122,40,14",W,MOTOROLA FACILITY,CHROME,TEHAMA,CA,N, , ,36.600000000000001,0.000000000000000, ,12963,-122.670613471000000,39.916905139999997
1092,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKN229,11,"39,30,56",N,"122,33,46",W,AT&T FACILITY GRAVELLY RIDGE,ELK CREEK,TEHAMA,CA,N, , ,21.899999999999999,25.000000000000000,TOWER,12963,-122.562813401000000,39.515605117400000
1093,SACRAMENTO VALLEY LIMITED PARTNERSHIP,KNKN229,12,"39,9,5",N,"122,8,32",W,890 Peto Road,Williams,COLUSA,CA,N, , ,46.899999999999999,46.899999999999999,POLE,12963,-122.142213289000000,39.151405121000003
1094,"Commnet of Nevada, LLC",KNKN223,53,"36,13,4",N,"117,5,6",W,"Rogers Peak, Death Valley National Monument",Le Ballarat,INYO,CA,N, , ,11.900000000000000,11.900000000000000,POLE,13002,-117.085012121999990,36.217805198999997
1095,California RSA No. 3 Limited Partnership,KNKN240,1,"38,20,23",N,"120,43,17",W,Butte Mountain Road,Jackson,AMADOR,CA,N, , ,0.000000000000000,0.000000000000000, ,13005,-120.721412965000000,38.339705159799998
1096,California RSA No. 3 Limited Partnership,KNKN240,2,"38,11,18",N,"120,38,41",W,"SAN ANDREAS: APPROXIMATELY 1 1/2 MILES EAST OF STATE HIGHWAY 49, 1.2 M",SAN ANDREAS,CALAVERAS,CA,N, , ,32.000000000000000,0.000000000000000, ,13005,-120.644712935000000,38.188305151599998
1097,California RSA No. 3 Limited Partnership,KNKN240,3,"37,31,59",N,"120,1,33",W,Approx. 1.9 statute miles North-Northeast of State Highway 49 and Mt.,Mt. Boullion,MARIPOSA,CA,N, , ,0.000000000000000,0.000000000000000, ,13005,-120.025812759000000,37.533105136000003
1098,California RSA No. 3 Limited Partnership,KNKN240,4,"37,49,54",N,"120,16,9",W,Approx. 0.8 statute miles North-Northeast of,Big Oak Flat,TUOLUMNE,CA,N, , ,0.000000000000000,0.000000000000000, ,13005,-120.269212831999990,37.831705146700003
1099,California RSA No. 3 Limited Partnership,KNKN240,5,"38,24,27",N,"120,36,21",W,23320 Red Corral Road,Pioneer,AMADOR,CA,N, , ,0.000000000000000,0.000000000000000, ,13005,-120.605812954000000,38.407505174199997
1100,California RSA No. 3 Limited Partnership,KNKN240,6,"38,11,47",N,"120,1,56",W,Strawberry Peak Road 4N39,Pinecrest,TUOLUMNE,CA,N, , ,0.000000000000000,0.000000000000000, ,13005,-120.032212836000000,38.196405197200001
1101,California RSA No. 3 Limited Partnership,KNKN240,7,"37,45,1",N,"119,35,16",W,Yosemite 9013 Tenya Way,Yosemite,MARIPOSA,CA,N, , ,0.000000000000000,0.000000000000000, ,13005,-119.587812711000000,37.750305187300000
1102,California RSA No. 3 Limited Partnership,KNKN240,8,"38,29,10",N,"120,3,9",W,MT. REBA MT. REBA ROAD,BEAR VALLEY,TUOLUMNE,CA,N, , ,0.000000000000000,0.000000000000000, ,13005,-120.052512874000000,38.486105222699997
1103,California RSA No. 3 Limited Partnership,KNKN240,9,"37,45,34",N,"119,49,13",W,Crane Flat 8176 Big Oak Flat Road,Yosemite,MARIPOSA,CA,N, , ,0.000000000000000,0.000000000000000, ,13005,-119.820312751000000,37.759505171999997
1104,California RSA No. 3 Limited Partnership,KNKN240,10,"37,43,37",N,"119,34,54",W,Sentinel Dome 9358 Glacial Point Road,Yosemite,MARIPOSA,CA,N, , ,0.000000000000000,0.000000000000000, ,13005,-119.581712708000000,37.726905185500001
